respondent_id;question;charachteristic;response
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Immediately, when uploaded from the field;Not at all willing (-2)
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Continuously, with a short time delay (i.e. days or weeks);Not at all willing (-2)
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (e.g. monthly, bi-monthly);Not at all willing (-2)
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (annually);Not at all willing (-2)
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;When project is completed or data is published;Not at all willing (-2)
114762892402;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Upon request;Not at all willing (-2)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Immediately, when uploaded from the field;Neutral (0)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Continuously, with a short time delay (i.e. days or weeks);Very willing (2)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (e.g. monthly, bi-monthly);Neutral (0)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (annually);Neutral (0)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;When project is completed or data is published;Neutral (0)
114761515324;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Upon request;Not at all willing (-2)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Immediately, when uploaded from the field;Not willing (-1)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Continuously, with a short time delay (i.e. days or weeks);Not willing (-1)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (e.g. monthly, bi-monthly);Not willing (-1)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (annually);Very willing (2)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;When project is completed or data is published;Very willing (2)
114761370340;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Upon request;Very willing (2)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Immediately, when uploaded from the field;Not willing (-1)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Continuously, with a short time delay (i.e. days or weeks);Not willing (-1)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (e.g. monthly, bi-monthly);Willing (1)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (annually);Neutral (0)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;When project is completed or data is published;Not willing (-1)
114761367399;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Upon request;Willing (1)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Immediately, when uploaded from the field;Not willing (-1)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Continuously, with a short time delay (i.e. days or weeks);Not willing (-1)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (e.g. monthly, bi-monthly);Not willing (-1)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Periodically during an ongoing project (annually);Willing (1)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;When project is completed or data is published;Very willing (2)
114761357836;For your study species your are willing to share data about, at what frequency are you willing to share your data?;Upon request;Willing (1)
