respondent_id;question;charachteristic;response
114762892402;How willing are you to share data for the following purposes?;Fundamental research;Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;Monitoring;Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;Adaptive management;Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;Policy making;Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;Outreach and communication;Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;National level species status reporting (e.g. to EU or CBD);Not at all willing (-2)
114762892402;How willing are you to share data for the following purposes?;IUCN Red List Assessments;Not at all willing (-2)
114761515324;How willing are you to share data for the following purposes?;Fundamental research;Neutral (0)
114761515324;How willing are you to share data for the following purposes?;Monitoring;Not willing (-1)
114761515324;How willing are you to share data for the following purposes?;Adaptive management;Willing (1)
114761515324;How willing are you to share data for the following purposes?;Policy making;Neutral (0)
114761515324;How willing are you to share data for the following purposes?;Outreach and communication;Neutral (0)
114761515324;How willing are you to share data for the following purposes?;National level species status reporting (e.g. to EU or CBD);Willing (1)
114761515324;How willing are you to share data for the following purposes?;IUCN Red List Assessments;Neutral (0)
114761370340;How willing are you to share data for the following purposes?;Fundamental research;Neutral (0)
114761370340;How willing are you to share data for the following purposes?;Monitoring;Willing (1)
114761370340;How willing are you to share data for the following purposes?;Adaptive management;Not willing (-1)
114761370340;How willing are you to share data for the following purposes?;Policy making;Willing (1)
114761370340;How willing are you to share data for the following purposes?;Outreach and communication;Willing (1)
114761370340;How willing are you to share data for the following purposes?;National level species status reporting (e.g. to EU or CBD);Very willing (2)
114761370340;How willing are you to share data for the following purposes?;IUCN Red List Assessments;Very willing (2)
114761367399;How willing are you to share data for the following purposes?;Fundamental research;Willing (1)
114761367399;How willing are you to share data for the following purposes?;Monitoring;Willing (1)
114761367399;How willing are you to share data for the following purposes?;Adaptive management;Willing (1)
114761367399;How willing are you to share data for the following purposes?;Policy making;Willing (1)
114761367399;How willing are you to share data for the following purposes?;Outreach and communication;Very willing (2)
114761367399;How willing are you to share data for the following purposes?;National level species status reporting (e.g. to EU or CBD);Very willing (2)
114761367399;How willing are you to share data for the following purposes?;IUCN Red List Assessments;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;Fundamental research;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;Monitoring;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;Adaptive management;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;Policy making;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;Outreach and communication;Very willing (2)
114761357836;How willing are you to share data for the following purposes?;National level species status reporting (e.g. to EU or CBD);Very willing (2)
114761357836;How willing are you to share data for the following purposes?;IUCN Red List Assessments;Very willing (2)
